gene_name,ASDC,B intermediate,B memory,B naive,CD14 Mono,CD16 Mono,CD4 CTL,CD4 Naive,CD4 Proliferating,CD4 TCM,CD4 TEM,CD8 Naive,CD8 Proliferating,CD8 TCM,CD8 TEM,Eryth,HSPC,ILC,MAIT,NK,NK Proliferating,NK_CD56bright,Plasmablast,Platelet,Treg,cDC1,cDC2,dnT,gdT,pDC
UBB,0.0030771683,0.0031055575,-0.011828378,0.05658368,-0.18156189,0.030020013,0.06078747,-0.15010314,0.045447063,-0.09402952,-0.040561095,-0.07746585,0.054917503,-0.024919145,0.100518644,0.050568227,0.065910436,0.036101576,0.018129073,0.24378383,0.1185353,0.088654034,-0.004396098,0.024287716,-0.08379063,-0.025889544,-0.07551394,0.0056058653,0.041843843,0.056477845
TNFRSF13B,-0.01673322,0.4689331,0.4102643,0.036727626,-0.08425039,-0.05318644,-0.038983542,-0.071181126,-0.018012622,-0.06683301,-0.051342078,-0.05864845,-0.017170042,-0.045613576,-0.061464384,-0.006679892,-0.023403835,-0.009026486,-0.04148565,-0.069341026,-0.02641086,-0.031372648,0.35248154,-0.036625486,-0.039377604,-0.012165017,-0.041858785,-0.025249233,-0.04189068,-0.030885875
NT5M,-0.012092222,-0.031307146,-0.025748737,-0.042125165,-0.054402042,-0.024624012,-0.009513955,-0.040599857,0.06435839,-0.042607702,-0.029875068,-0.021640455,0.007877459,-0.032962553,-0.03209676,-0.014157861,0.19438337,-0.015469131,-0.02997955,-0.016950425,0.048122335,-0.011254941,-0.018670574,0.4978864,-0.019223118,0.0136980275,-0.013126055,-0.0037440907,-0.011070831,-0.010875546
RASD1,0.024429213,-0.02032064,-0.02179622,-0.027342353,0.00026432608,0.006978512,-0.018285308,-0.025134474,-0.008448894,-0.02267985,-0.024082249,-0.029521292,-0.008053671,-0.021395208,-0.028830076,-0.009189514,0.05936189,-0.010040599,-0.019458985,-0.015581425,-0.012388091,0.0028373108,0.029617948,-0.020150898,-0.018470272,-0.010826881,-0.01963396,-0.011843257,-0.022269271,0.5366853
LINC02076,-0.0048960173,0.007728263,-0.013596408,-0.017056046,0.0075522736,0.0012939995,-0.011406303,0.0053835744,-0.0052703726,0.008167462,0.0024193241,-0.003915979,-0.0050238464,0.0061275773,0.011763945,-0.0057323887,0.030278372,-0.006263284,-0.012138399,-0.0068901256,-0.0077276486,-0.009179461,-0.007559541,0.008139626,-0.011521655,-0.0067537767,0.029985372,-0.007387783,-0.013891478,0.019118944
AC007952.4,0.09045796,-0.01791257,0.005261465,-0.041100007,0.4556456,0.05793901,-0.07162305,-0.13357162,0.009893032,-0.104636796,-0.094708025,-0.100001715,0.026449228,-0.053229168,-0.06897664,-0.019890212,-0.010627018,-0.0340671,-0.05848984,-0.052203435,-0.0034071459,-0.04641506,0.07862362,-0.07944041,-0.06416545,0.0676958,0.16197243,-0.039371233,-0.086811565,0.2098335
AC124066.1,-0.0018921946,-0.0048989477,-0.0052546794,-0.006591748,-0.009921557,-0.006014332,-0.004408267,-0.008049179,-0.002036867,-0.0075574927,-0.0058057825,-0.0071170414,-0.0019415931,-0.005158003,-0.0069504078,-0.0022154266,-0.002646507,-0.0024206094,-0.0046912027,0.061201964,-0.0029865508,-0.0035476328,0.08362203,-0.004858023,-0.00445284,-0.0026101696,-0.004733389,-0.0028551947,-0.005368714,-0.0034925877
SPECC1,0.081777096,-0.06101215,-0.059432857,-0.08596889,0.32055652,0.09025374,-0.062328342,-0.113350555,-0.017214548,-0.08721936,-0.07997889,-0.090927176,-0.007586662,-0.049094368,-0.038390357,0.00074634835,0.006767918,0.017744191,-0.025317667,-0.029574001,0.012066796,0.073863216,-0.002195651,-0.04437998,-0.064039715,0.13852267,0.3129847,-0.034724053,-0.061492115,0.0132043315
LGALS9,0.07502843,0.011386721,-0.045467183,0.022144768,0.39035714,0.2945631,-0.08581457,-0.12987201,0.026821453,-0.10512099,-0.10035004,-0.12968381,-0.01164855,-0.066075474,-0.120696306,-0.029418465,0.05354459,-0.030664498,-0.093753465,-0.06769298,-0.019590845,-0.020251019,-0.0550722,-0.06953772,-0.051904283,0.14187585,0.23419642,-0.029919965,-0.08343517,0.054910272
NEK8,0.030858343,0.02859346,0.050789002,0.1106471,-0.02112663,0.00018850552,-0.016499005,-0.01938338,0.0396097,-0.039415378,-0.03940105,-0.020390116,-0.0018573842,-0.02009422,-0.03211001,-0.0058599114,0.022747165,-0.008766977,-0.026825653,-0.029225342,-0.025840387,0.004428073,0.025006622,-0.042032834,-0.038527,-0.022583865,-0.021977339,-0.013480665,-0.034518808,0.33778757
